nombreapellidos,partido,eleccion,year,url,nombres,apellido_paterno,apellido_materno,profesion,nacimiento,lugar_nacimiento,fallecimiento,religion,casado_dummy,cantidad_hijos,fecha_eleccion
CELSO RENE MORALES MUÑOZ,UDI,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Celso_René_Morales_Muñoz,Celso René,Morales,Muñoz,Profesor de Educación Básica,10 de Julio de 1957,Curicó,,,0,una,17 de noviembre de 2013
PABLO LORENZINI BASSO,PDC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Lorenzini_Basso,Pablo,Lorenzini,Basso,Doctor en Economía,25 de Octubre de 1949,Molina,,,1,dos,17 de noviembre de 2013
PEDRO PABLO ALVAREZ-SALAMANCA RAMIREZ,UDI,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Álvarez-Salamanca_Ramírez,Pedro Pablo,Álvarez-Salamanca,Ramírez,,18 de Febrero de 1976,Talca,,,0,0,17 de noviembre de 2013
IGNACIO URRUTIA BONILLA,UDI,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Urrutia_Bonilla,Ignacio,Urrutia,Bonilla,Agricultor,16 de Septiembre de 1957,Santiago,,,1,tres,17 de noviembre de 2013
ROSAURO MARTINEZ LABBE,RN,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rosauro_Martínez_Labbé,Rosauro,Martínez,Labbé,Agricultor,11 de Noviembre de 1950,Chillán,,,1,cuatro,17 de noviembre de 2013
CARLOS ABEL JARPA WEVAR,PRSD,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Abel_Jarpa_Wevar,Carlos Abel,Jarpa,Wevar,"Médico, Oftalmólogo",24 de Noviembre de 1944,Santiago,,,1,0,17 de noviembre de 2013
MARIA LORETO CARVAJAL AMBIADO,PPD,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Loreto_Carvajal_Ambiado,María Loreto,Carvajal,Ambiado,Egresada de Derecho,18 de Mayo de 1973,Cabrero,,,0,un,17 de noviembre de 2013
JORGE EDUARDO SABAG VILLALOBOS,PDC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Eduardo_Sabag_Villalobos,Jorge Eduardo,Sabag,Villalobos,"Ingeniero civil,  Abogado",26 de Diciembre de 1963,Cabrero,,,1,cuatro,17 de noviembre de 2013
JORGE IVAN ULLOA AGUILLON,UDI,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Iván_Ulloa_Aguillón,Jorge Iván,Ulloa,Aguillón,Profesor de Historia y Geografía,15 de Septiembre de 1958,Talcahuano,,,1,0,17 de noviembre de 2013
CARLOS CRISTIAN CAMPOS JARA,PPD,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Cristian_Campos_Jara,Carlos Cristian,Campos,Jara,"Periodista, Ingeniero comercial",18 de Noviembre de 1972,Talcahuano,,Católico,0,0,17 de noviembre de 2013
JOSE MIGUEL ORTIZ NOVOA,PDC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa,José Miguel,Ortiz,Novoa,Profesor de Educación Básica,22 de Noviembre de 1941,Santiago,,,1,tres,17 de noviembre de 2013
MARCELO OMAR CHAVEZ VELASQUEZ,PDC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Omar_Chávez_Velásquez,Marcelo Omar,Chávez,Velásquez,Licenciado en Derecho,19 de Febrero de 1975,Valparaíso,,,0,0,17 de noviembre de 2013
MANUEL ZACARIAS MONSALVE BENAVIDES,PS,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Zacarías_Monsalve_Benavides,Manuel Zacarías,Monsalve,Benavides,Magíster en Gobierno y Gerencia Pública,9 de Julio de 1965,Coronel,,,1,dos,17 de noviembre de 2013
IVAN ERNESTO NORAMBUENA FARIAS,UDI,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Ernesto_Norambuena_Farías,Iván Ernesto,Norambuena,Farías,Administrador de Empresas,4 de Septiembre de 1958,Concepción,,,1,cinco,17 de noviembre de 2013
JOSE PEREZ ARRIAGADA,PRSD,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pérez_Arriagada,José,Pérez,Arriagada,"Técnico Agrícola, Perito Forestal",29 de Diciembre de 1940,Los Angeles,,,1,0,17 de noviembre de 2013
ROBERTO FORTUNATO POBLETE ZAPATA,INDEPENDIENTES LISTA C,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Fortunato_Poblete_Zapata,Roberto Fortunato,Poblete,Zapata,Actor,08 de Enero de 1955,Los Ángeles,,,0,0,17 de noviembre de 2013
JORGE EVALDO RATHGEB SCHIFFERLI,RN,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Evaldo_Rathgeb_Schifferli,Jorge Evaldo,Rathgeb,Schifferli,Abogado,28 de Diciembre de 1967,Traiguén,,,1,tres,17 de noviembre de 2013
MARIO ARTIDORO VENEGAS CARDENAS,PDC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Venegas_Cárdenas,Mario Artidoro,Venegas,Cárdenas,Profesor de Historia y Geografía,3 de Diciembre de 1957,Traiguén,,,1,dos,17 de noviembre de 2013
FUAD EDUARDO CHAHIN VALENZUELA,PDC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fuad_Eduardo_Chahin_Valenzuela,Fuad Eduardo,Chahin,Valenzuela,Abogado,1 de Diciembre de 1976,Temuco,,,1,0,17 de noviembre de 2013
DIEGO ALFREDO PAULSEN KEHR,RN,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Diego_Alfredo_Paulsen_Kehr,Diego Alfredo,Paulsen,Kehr,Abogado,01 de Agosto de 1987,Temuco,,,1,0,17 de noviembre de 2013
RENE FERNANDO SAFFIRIO ESPINOZA,PDC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Fernando_Saffirio_Espinoza,René Fernando,Saffirio,Espinoza,Abogado,9 de Octubre de 1955,Temuco,,,1,0,17 de noviembre de 2013
JOAQUIN TUMA ZEDAN,PPD,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Tuma_Zedan,Joaquín,Tuma,Zedán,Abogado,9 de Julio de 1941,Temuco,,,1,cuatro,17 de noviembre de 2013
FERNANDO MEZA MONCADA,PRSD,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Meza_Moncada,Fernando,Meza,Moncada,Doctor en Medicina,14 de Julio de 1946,Temuco,,,1,0,17 de noviembre de 2013
RENE MANUEL GARCIA GARCIA,RN,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Manuel_García_García,René Manuel,García,García,Perito Agrícola,24 de Mayo de 1950,Cunco,,,1,tres,17 de noviembre de 2013
IVAN ALBERTO FLORES GARCIA,PDC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Alberto_Flores_García,Iván Alberto,Flores,García,Médico veterinario,15 de Junio de 1955,Puerto Montt,,,1,una,17 de noviembre de 2013
BERNARDO JOSE BERGER FETT,RN,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Bernardo_José_Berger_Fett,Bernardo José,Berger,Fett,Administrador público,04 de Octubre de 1946,Valdivia,,,1,tres,17 de noviembre de 2013
GONZALO GUILLERMO FUENZALIDA FIGUEROA,RN,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gonzalo_Guillermo_Fuenzalida_Figueroa,Gonzalo Guillermo,Fuenzalida,Figueroa,Abogado,18 de Junio de 1973,Santiago,,,1,0,17 de noviembre de 2013
JAVIER RICARDO HERNANDEZ HERNANDEZ,UDI,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Javier_Ricardo_Hernández_Hernández,Javier Ricardo,Hernández,Hernández,Médico Veterinario,7 de Agosto de 1954,,,,1,seis,17 de noviembre de 2013
FELIPE DE MUSSY HIRIART,UDI,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_De_Mussy_Hiriart,Felipe,De Mussy,Hiriart,Máster en Ingeniería,28 de Septiembre de 1982,Santiago,,,1,0,17 de noviembre de 2013
FIDEL EDGARDO ESPINOZA SANDOVAL,PS,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fidel_Edgardo_Espinoza_Sandoval,Fidel Edgardo,Espinoza,Sandoval,Magíster en Desarrollo Regional,24 de Enero de 1970,,,,0,dos,17 de noviembre de 2013
MARISOL TURRES FIGUEROA,UDI,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marisol_Turres_Figueroa,Marisol,Turres,Figueroa,Abogada,13 de Julio de 1964,,,,1,cuatro,17 de noviembre de 2013
PATRICIO IVAN VALLESPIN LOPEZ,PDC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Vallespín_López,Patricio Iván,Vallespín,López,Magíster en Asentamientos Humanos y Medio Ambiente,24 de Abril de 1964,Santiago,,,1,tres,17 de noviembre de 2013
JENNY PAOLA ALVAREZ VERA,PS,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jenny_Paola_Álvarez_Vera,Jenny Paola,Álvarez,Vera,Administradora bancaria y Contadora,30 de Marzo de 1974,Castro,,,0,0,17 de noviembre de 2013
IVAN ALADINO FUENTES CASTILLO,INDEPENDIENTES LISTA C,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Aladino_Fuentes_Castillo,Iván Aladino,Fuentes,Castillo,,24 de Julio de 1967,Longaví,,,1,siete,17 de noviembre de 2013
GABRIEL BORIC FONT,IND,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Boric_Font,Gabriel,Boric,Font,Egresado de Derecho,11 de Febrero de 1986,Punta Arenas,,,0,0,17 de noviembre de 2013
JUAN ENRIQUE MORANO CORNEJO,PDC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Enrique_Morano_Cornejo,Juan Enrique,Morano,Cornejo,Técnico de Procesos Industriales,10 de Septiembre de 1952,Punta Arenas,,,1,cuatro,17 de noviembre de 2013
ALBERTO IVAN FRANCISCO ROBLES PANTOJA,PRSD,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Robles_Pantoja,Alberto,Robles,Pantoja,"Médico Cirujano, Urólogo",4 de Octubre de 1956,Santiago,,,1,cuatro,17 de noviembre de 2013
ALDO VICENTE CORNEJO GONZALEZ,PDC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aldo_Cornejo_González,Aldo,Cornejo,González,Abogado,19 de Abril de 1955,Curicó,,Católica,1,cuatro,17 de noviembre de 2013
ALEJANDRA AMALIA SEPULVEDA ORBENES,IND,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandra_Sepúlveda_Orbenes,Alejandra,Sepúlveda,Orbenes,Médica veterinaria,13 de Noviembre de 1965,Viña del Mar,,,0,tres,17 de noviembre de 2013
ANDREA PARRA SAUTEREL,PPD,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Irle_Andrea_Parra_Sauterel,Irle Andrea,Parra,Sauterel,Enfermera,2 de Septiembre de 1967,Temuco,,,0,0,19 de noviembre de 2017
ANDRES ALFONSO JOUANNET VALDERRAMA,INDEPENDIENTE PARTIDO RADICAL DE CHILE,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Jouannet_Valderrama,Andrés,Jouannet,Valderrama,Doctor en Filosofía,29 de Julio de 1967,Temuco,,católico,1,0,21 de noviembre de 2021
ANDRES MOLINA MAGOFKE,EVOPOLI,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Sergio_Andrés_Molina_Magofke,José Sergio Andrés,Molina,Magofke,Ingeniero civil industrial,17 de Noviembre de 1963,Temuco,,,1,0,19 de noviembre de 2017
CAMILA ANTONIA VALLEJO DOWLING,PC,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Antonia_Amaranta_Vallejo_Dowling,Camila Antonia Amaranta,Vallejo,Dowling,Geógrafa,28 de Abril de 1988,Santiago,,,0,0,17 de noviembre de 2013
CAROLINA MARZAN PINTO,PPD,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marta_Carolina_Marzán_Pinto,Marta Carolina,Marzán,Pinto,,22 de Diciembre de 1963,Viña del Mar,,,0,0,19 de noviembre de 2017
CAROLINA MARZAN PINTO,PPD,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marta_Carolina_Marzán_Pinto,Marta Carolina,Marzán,Pinto,,22 de Diciembre de 1963,Viña del Mar,,,0,0,21 de noviembre de 2021
CATALINA DEL REAL MIHOVILOVIC,RN,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Catalina_Del_Real_Mihovilovic,María Catalina,Del Real,Mihovilovic,Ingeniera Comercial,7 de Noviembre de 1968,Santiago,,,0,0,19 de noviembre de 2017
CATALINA DEL REAL MIHOVILOVIC,RN,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Catalina_Del_Real_Mihovilovic,María Catalina,Del Real,Mihovilovic,Ingeniera Comercial,7 de Noviembre de 1968,Santiago,,,0,0,21 de noviembre de 2021
CLAUDIA ANDREA NOGUEIRA FERNANDEZ,UDI,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudia_Nogueira_Fernández,Claudia,Nogueira,Fernández,Abogada,26 de Noviembre de 1969,Santiago de Chile,,,1,0,17 de noviembre de 2013
CLEMIRA HUGOLINA PACHECO RIVAS,PS,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Clemira_Pacheco_Rivas,Clemira,Pacheco,Rivas,Magíster en Políticas Sociales,5 de Mayo de 1961,Lirquén,,,1,cuatro,17 de noviembre de 2013
LUIS ROCAFULL LOPEZ,PS,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Alberto_Rocafull_López,Luis Alberto,Rocafull,López,Ingeniero en Ejecución en Administración,17 de Septiembre de 1958,Arica,,,0,cinco,19 de noviembre de 2017
DANISA ASTUDILLO PEIRETTI,PS,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Danisa_Astudillo_Peiretti,Danisa Alejandra,Astudillo,Pieretti,Magíster en Gestión Pública,03 de Mayo de 1975,"Salitrera Victoria, Iquique",,,0,un,21 de noviembre de 2021
ENRIQUE LEE FLORES,INDEPENDIENTE PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Lee_Flores,Enrique Segundo,Lee,Flores,Magíster en Ciencias Médicas,16 de Diciembre de 1967,Arica,,,0,0,21 de noviembre de 2021
RAMON GALLEGUILLOS CASTILLO,RN,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Ernesto_Galleguillos_Castillo,Ramón Ernesto,Galleguillos,Castillo,Comunicador Social,26 de Julio de 1953,Iquique,,Católico,1,0,19 de noviembre de 2017
HUGO GUTIERREZ GALVEZ,PC,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Humberto_Gutiérrez_Gálvez,Hugo Humberto,Gutiérrez,Gálvez,Abogado,5 de Octubre de 1961,Iquique,,,0,seis,19 de noviembre de 2017
RENZO TRISOTTI MARTINEZ,UDI,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Renzo_Aldo_Trisotti_Martínez,Renzo Aldo,Trisotti,Martínez,Abogado,15 de Marzo de 1976,Santiago,,,1,0,19 de noviembre de 2017
DAVID SERGIO SANDOVAL PLAZA,UDI,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/David_Sandoval_Plaza,David,Sandoval,Plaza,"Contador general, Geógrafo",20 de Octubre de 1952,Santiago,,,1,0,17 de noviembre de 2013
RENZO TRISOTTI MARTINEZ,UDI,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Renzo_Aldo_Trisotti_Martínez,Renzo Aldo,Trisotti,Martínez,Abogado,15 de Marzo de 1976,Santiago,,,1,0,21 de noviembre de 2021
ERICKA JUDITH DE LOURDES ÑANCO VASQUEZ,RD,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ericka_Ñanco_Vásquez,Ericka,Ñanco,Vásquez,,20 de Marzo de 1992,Nueva Imperial,,,0,0,21 de noviembre de 2021
FELIPE ANDRES WARD EDWARDS,UDI,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Ward_Edwards,Felipe,Ward,Edwards,Master of Arts en Estudios Interdisciplinarios,14 de Septiembre de 1972,Santiago,,Católico,1,cuatro,17 de noviembre de 2013
PAULINA NUÑEZ URRUTIA,RN,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Paulina_Andrea_Núñez_Urrutia,Paulina Andrea,Núñez,Urrutia,Abogada,30 de Diciembre de 1982,Antofagasta,,,1,0,19 de noviembre de 2017
JAIME ARAYA GUERRERO,INDEPENDIENTE PARTIDO POR LA DEMOCRACIA,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Araya_Guerrero,Jaime Rafael Ricardo,Araya,Guerrero,Abogado,04 de Febrero de 1976,Antofagasta,,,0,una,21 de noviembre de 2021
SEBASTIAN VIDELA CASTILLO,INDEPENDIENTE PARTIDO LIBERAL DE CHILE,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sebastián_Videla_Castillo,Sebastián Patricio,Videla,Castillo,"Actor, comunicador social",29 de Abril de 1986,Antofagasta,,,0,0,21 de noviembre de 2021
DANIELLA CICARDINI MILLA,PS,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniella_Valentina_Cicardini_Milla,Daniella Valentina,Cicardini,Milla,Bióloga Marina,31 de Diciembre de 1987,Copiapó,,,0,0,19 de noviembre de 2017
SOFIA CID VERSALOVIC,RN,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sofía_Slovena_Cid_Versalovic,Sofía Slovena,Cid,Versalovic,Ingeniera Comercial,29 de Septiembre de 1971,Copiapó,,Católica,1,0,19 de noviembre de 2017
NICOLAS NOMAN GARRIDO,UDI,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_José_Noman_Garrido,Nicolás José,Noman,Garrido,Abogado,7 de Mayo de 1981,Santiago de Chile,,Católico,1,tres,19 de noviembre de 2017
SOFIA CID VERSALOVIC,RN,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sofía_Slovena_Cid_Versalovic,Sofía Slovena,Cid,Versalovic,Ingeniera Comercial,29 de Septiembre de 1971,Copiapó,,Católica,1,0,21 de noviembre de 2021
DANIELLA CICARDINI MILLA,PS,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniella_Valentina_Cicardini_Milla,Daniella Valentina,Cicardini,Milla,Bióloga Marina,31 de Diciembre de 1987,Copiapó,,,0,0,21 de noviembre de 2021
DANIEL NUÑEZ ARANCIBIA,PC,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Ignacio_Núñez_Arancibia,Daniel Ignacio,Núñez,Arancibia,"Licenciado en Sociología, Magister en Estudios Sociales y Políticos Latinoamericanos",07 de Enero de 1971,Santiago,,,1,dos,19 de noviembre de 2017
SERGIO GAHONA SALAZAR,UDI,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Alfredo_Gahona_Salazar,Sergio Alfredo,Gahona,Salazar,Magíster en Dirección de Empresas,15 de Septiembre de 1965,Antofagasta,,,1,tres,19 de noviembre de 2017
MATIAS WALKER PRIETO,PDC,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Matías_Walker_Prieto,Matías Vicente,Walker,Prieto,Abogado,19 de Julio de 1973,Santiago,,,1,0,19 de noviembre de 2017
RAUL SALDIVAR AUGER,PS,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Raúl_Fernando_Saldívar_Auger,Raúl Fernando,Saldívar,Auger,Profesor de Estado,02 de Junio de 1951,Coquimbo,,,1,dos,19 de noviembre de 2017
RICARDO CIFUENTES LILLO,PDC,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Cifuentes_Lillo,Ricardo Óscar,Cifuentes,Lillo,Profesor de Historia y Geografía,12 de Septiembre de 1962,San Javier de Loncomilla,,,1,tres,21 de noviembre de 2021
FELIPE CAMAÑO CARDENAS,INDEPENDIENTE PARTIDO DEMOCRATA CRISTIANO,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Camaño_Cárdenas,Luis Felipe Ignacio,Camaño,Cárdenas,Arquitecto,21 de Agosto de 1991,Yungay,,,0,0,21 de noviembre de 2021
CAROLINA TELLO ROJAS,PC,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carolina_Tello_Rojas,Carolina Andrea,Tello,Rojas,Abogada,01 de Diciembre de 1985,Santiago,,,0,una,21 de noviembre de 2021
FELIPE RUDECINDO LETELIER NORAMBUENA,PPD,diputados,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Letelier_Norambuena,Felipe,Letelier,Norambuena,Técnico Agrícola,11 de Mayo de 1956,Parral,,,1,0,17 de noviembre de 2013
FLORCITA ALARCON ROJAS,PH,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Raúl_Florcita_Alarcón_Rojas,Raúl Florcita,Alarcón,Rojas,Profesor normalista y Músico,15 de Octubre de 1945,,,,0,dos,19 de noviembre de 2017
LUIS PARDO SAINZ,RN,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Rafael_Pardo_Sainz,Luis Rafael,Pardo,Sainz,,13 de Diciembre de 1960,Viña del Mar,,,1,4,19 de noviembre de 2017
DIEGO IBAÑEZ COTRONEO,PH,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Diego_Eduardo_Ibáñez_Cotroneo,Diego Eduardo,Ibáñez,Cotroneo,,25 de Enero de 1989,Punta Arenas,,,0,0,19 de noviembre de 2017
CAMILA FLORES OPORTO,RN,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Alejandra_Flores_Oporto,Camila Alejandra,Flores,Oporto,Abogada,9 de Febrero de 1987,Paillaco,,,1,0,19 de noviembre de 2017
PABLO KAST SOMMERHOFF,EVOPOLI,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Andrés_Kast_Sommerhoff,Pablo Andrés,Kast,Sommerhoff,Arquitecto,24 de Agosto de 1973,Chicago Estados Unidos,,Católico,1,0,19 de noviembre de 2017
FRANCISCA BELLO CAMPOS,CS,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Francisca_Bello_Campos,María Francisca,Bello,Campos,Psicóloga,17 de Septiembre de 1987,Santiago,,,0,0,21 de noviembre de 2021
NELSON VENEGAS SALAZAR,PS,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nelson_Venegas_Salazar,Nelson Esteban,Venegas,Salazar,Magíster en Derecho Público,27 de Abril de 1974,Los Andes,,,0,tres,21 de noviembre de 2021
GASPAR RIVAS SANCHEZ,PDG,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gaspar_Alberto_Rivas_Sánchez,Gaspar Alberto,Rivas,Sánchez,Abogado,17 de Mayo de 1978,Los Andes,,Católico,0,0,21 de noviembre de 2021
FRANCISCO UNDURRAGA GAZITUA,EVOPOLI,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Francisco_Undurraga_Gazitúa,Juan Francisco,Undurraga,Gazitúa,Técnico en Publicidad,29 de Septiembre de 1965,Santiago,,,1,tres,19 de noviembre de 2017
DIEGO IBAÑEZ COTRONEO,CS,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Diego_Eduardo_Ibáñez_Cotroneo,Diego Eduardo,Ibáñez,Cotroneo,,25 de Enero de 1989,Punta Arenas,,,0,0,21 de noviembre de 2021
CAMILA FLORES OPORTO,RN,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Alejandra_Flores_Oporto,Camila Alejandra,Flores,Oporto,Abogada,9 de Febrero de 1987,Paillaco,,,1,0,21 de noviembre de 2021
MARCELO DIAZ DIAZ,PS,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Eduardo_Díaz_Díaz,Marcelo Eduardo,Díaz,Díaz,Abogado,6 de Febrero de 1971,Santiago,,,0,tres,19 de noviembre de 2017
OSVALDO URRUTIA SOTO,UDI,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Alejandro_Nicanor_Urrutia_Soto,Osvaldo Alejandro Nicanor,Urrutia,Soto,Magíster en Proyectos Urbanos Regionales y Seguridad Humana,28 de Noviembre de 1951,Concepción,,,1,0,19 de noviembre de 2017
JORGE BRITO HASBUN,RD,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Elías_Brito_Hasbún,Jorge Elías,Brito,Hasbún,Ingeniero Civil Industrial,12 de Enero de 1990,Talca,,,0,0,19 de noviembre de 2017
CAMILA ROJAS VALDERRAMA,IGUALDAD,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Ruzlay_Rojas_Valderrama,Camila Ruzlay,Rojas,Valderrama,Administradora Pública,11 de Marzo de 1991,San Antonio,,,0,0,19 de noviembre de 2017
CAMILA ROJAS VALDERRAMA,COMUNES,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Ruzlay_Rojas_Valderrama,Camila Ruzlay,Rojas,Valderrama,Administradora Pública,11 de Marzo de 1991,San Antonio,,,0,0,21 de noviembre de 2021
TOMAS DE REMENTERIA VENEGAS,INDEPENDIENTE PARTIDO SOCIALISTA DE CHILE,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Tomás_De_Rementería_Venegas,Tomás Eguzki,De Rementería,Venegas,Máster en Derecho Constitucional y Derechos Fundamentales,17 de Marzo de 1987,Viña del Mar,,,0,una,21 de noviembre de 2021
