nombreapellidos,partido,eleccion,year,url,nombres,apellido_paterno,apellido_materno,profesion,nacimiento,lugar_nacimiento,fallecimiento,religion,casado_dummy,cantidad_hijos,fecha_eleccion
EUGENIO CANTUARIAS LARRONDO,UDI,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Cantuarias_Larrondo,Eugenio Gustavo,Cantuarias,Larrondo,Ingeniero Civil Químico,1 de Julio de 1948,Concepción,,,1,0,14 de diciembre de 1989
FRANCISCO PRAT ALEMPARTE,RN,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Prat_Alemparte,Francisco,Prat,Alemparte,Ingeniero Civil Industrial,26 de Abril de 1948,Santiago,27 de Marzo de 2024,,1,nueve,14 de diciembre de 1989
GABRIEL VALDES SUBERCASEAUX,DC,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Valdés_Subercaseaux,Gabriel,Valdés,Subercaseaux,Abogado,3 de Julio de 1919,Santiago,7 de Septiembre de 2011,Católico,1,tres,14 de diciembre de 1989
HERNAN VODANOVIC SCHNAKE,PPD,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hernán_Vodanovic_Schnake,Hernán,Vodanovic,Schnake,Abogado,9 de Febrero de 1946,Santiago,,,1,6,14 de diciembre de 1989
HUGO ORTIZ DE FILIPPI,RN,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Ortiz_de_Filippi,Hugo,Ortiz,de Filippi,Abogado,24 de Junio de 1937,Santiago,,,0,0,14 de diciembre de 1989
ROLANDO CALDERON ARANGUIZ,ILA,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rolando_Calderón_Aránguiz,Rolando,Calderón,Aránguiz,Técnico Industrial,17 de Septiembre de 1944,Paine,,,1,0,14 de diciembre de 1989
JOSE RUIZ DE GIORGIO,DC,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Ruiz_de_Giorgio,José,Ruiz,de Giorgio,,7 de Abril de 1936,Punta Arenas,,,1,cuatro,14 de diciembre de 1989
JAIME GUZMAN ERRAZURIZ,UDI,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Guzmán_Errázuriz,Jaime,Guzmán,Errázuriz,Abogado,28 de Junio de 1946,Santiago,1 de Abril de 1991,,0,0,14 de diciembre de 1989
EDUARDO FREI RUIZ-TAGLE,DC,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Frei_Ruiz-Tagle,Eduardo,Frei,Ruiz-Tagle,Ingeniero Civil Hidráulico,24 de Junio de 1942,Santiago,,,0,0,14 de diciembre de 1989
SEBASTIAN PINERA ECHENIQUE,ILB,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sebastián_Piñera_Echenique,Sebastián,Piñera,Echenique,,1 de Noviembre de 1949,Santiago,6 de Febrero de 2024,,0,0,14 de diciembre de 1989
SERGIO PIZARRO,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Pizarro_Mackay,Sergio,Pizarro,Mackay,Abogado,19 de Marzo de 1939,Copiapó,19 de Febrero de 2001,,0,dos,14 de diciembre de 1989
VICTOR MANUEL REBOLLEDO GONZALEZ,PPD,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Manuel_Rebolledo_González,Víctor Manuel,Rebolledo,González,Doctor en Derecho,6 de Junio de 1949,Illapel,,,1,0,14 de diciembre de 1989
AKIN SOTO MORALES,PPD,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Akin_Soto_Morales,Juan Akin,Soto,Morales,Carpintero,27 de Diciembre de 1933,San Antonio,15 de Diciembre de 1992,,1,cuatro,14 de diciembre de 1989
JUAN CARLOS LATORRE CARMONA,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Carlos_Latorre_Carmona,Juan Carlos,Latorre,Carmona,Ingeniero,25 de Marzo de 1949,Pedro de Valdivia,,,1,seis,14 de diciembre de 1989
JUAN PABLO LETELIER MOREL,PAIS,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Pablo_Letelier_Morel,Juan Pablo,Letelier,Morel,Máster en Economía y Política Internacional,07 de Enero de 1961,Santiago,,,1,tres,14 de diciembre de 1989
ADRIANA MUNOZ DALBORA,PPD,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Adriana_Muñoz_D'Albora,Adriana Blanca Cristina,Muñoz,D'Albora,Magister en Sociología,25 de Septiembre de 1948,Santiago,,,0,0,14 de diciembre de 1989
ALFONSO RODRIGUEZ DEL RIO,RN,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Alfonso_Rodríguez_del_Río,José Alfonso,Rodríguez,del Río,,29 de Enero de 1948,,,,1,cuatro,14 de diciembre de 1989
ANDRES AYLWIN AZOCAR,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andr%C3%A9s_Aylwin_Az%C3%B3car,ANDRES,AYLWIN,AZOCAR,Abogado,20 de junio de 1925,Viña del Mar,20 de agosto de 2018,,1,cuatro,14 de diciembre de 1989
ANDRES ZALDIVAR LARRAIN,DC,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Zaldívar_Larraín,José Andrés Rafael,Zaldívar,Larraín,Abogado,18 de Marzo de 1936,Santiago,,,1,cuatro,14 de diciembre de 1989
JOSE MIGUEL ORTIZ NOVOA,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa,José Miguel,Ortiz,Novoa,Profesor de Educación Básica,22 de Noviembre de 1941,Santiago,,,1,tres,14 de diciembre de 1989
JOSE ANTONIO VIERA-GALLO QUESNEY,PPD,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Viera_Gallo_Quesney,José Antonio,Viera Gallo,Quesney,Abogado,2 de Diciembre de 1943,Santiago,,,1,0,14 de diciembre de 1989
RENE MANUEL GARCIA GARCIA,RN,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Manuel_García_García,René Manuel,García,García,Perito Agrícola,24 de Mayo de 1950,Cunco,,,1,tres,14 de diciembre de 1989
ANSELMO SULE CANDIA,ILA,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vladimir_Anselmo_Sule_Candia,Vladimir Anselmo,Sule,Candia,Abogado,27 de Enero de 1934,,7 de Junio de 2002,,0,0,14 de diciembre de 1989
JOSE ANTONIO GALILEA VIDAURRE,RN,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Galilea_Vidaurre,José Antonio,Galilea,Vidaurre,Técnico Agrícola,19 de Noviembre de 1961,Santiago,,,1,0,14 de diciembre de 1989
JUAN ENRIQUE TALADRIZ GARCIA,RN,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Enrique_Taladriz_García,Juan Enrique,Taladriz,García,,3 de Marzo de 1946,Temuco,26 de Octubre de 2019,,1,0,14 de diciembre de 1989
ARTURO ALESSANDRI BESA,ILB,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Arturo_Alessandri_Besa,ARTURO,ALESSANDRI,BESA,Abogado,31 de Octubre de 1923,Santiago,13 de Julio de 2022,,1,cuatro,14 de diciembre de 1989
JUAN ALBERTO PEREZ MUNOZ,RN,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Alberto_Pérez_Muñoz,Juan Alberto,Pérez,Muñoz,Ingeniero en Ejecución.,13 de Marzo de 1948,Dalcahue,,,1,0,14 de diciembre de 1989
CARLOS IGNACIO KUSCHEL SILVA,RN,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Ignacio_Kuschel_Silva,Carlos Ignacio,Kuschel,Silva,Ingeniero Comercial,16 de Marzo de 1953,Frutillar,,,1,0,14 de diciembre de 1989
ARTURO FREI BOLIVAR,DC,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Erwin_Arturo_Frei_Bol%C3%ADvar,ERWIN ARTURO,FREI,BOLIVAR,Abogado,18 de Noviembre de 1939,Santiago,13 de Enero de 2022,,1,uno,14 de diciembre de 1989
JUAN ANTONIO COLOMA CORREA,UDI,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Antonio_Coloma_Correa,Juan Antonio,Coloma,Correa,Abogado,15 de Julio de 1956,Santiago,,,1,ocho,14 de diciembre de 1989
BALDEMAR CARRASCO MUNOZ,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Baldemar_Carrasco_Mu%C3%B1oz,BALDEMAR,CARRASCO,MUÑOZ,Profesor de Castellano,24 de Septiembre de 1931,Coyhaique,,,1,dos,14 de diciembre de 1989
BRUNO SIEBERT,ILB,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Bruno_Guillermo_Siebert_Held,Bruno Guillermo,Siebert,Held,"Militar, General de Ejército (r)",13 de Marzo de 1933,"Puerto Octay, Chile",19 de Mayo de 2024,,1,0,14 de diciembre de 1989
CARLOS CANTERO OJEDA,RN,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Cantero_Ojeda,CARLOS,CANTERO,GARCÍA,Geógrafo,11 de Noviembre de 1956,Punta Arenas,,,1,tres,14 de diciembre de 1989
MARIA ANGELICA CRISTI MARFIL,ILB,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Angélica_Cristi_Marfil,María Angélica,Cristi,Marfil,Licenciada en sociología,13 de Octubre de 1941,Santiago,,,0,tres,14 de diciembre de 1989
CARLOS DUPRE SILVA,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Dupr%C3%A9_Silva,CARLOS,DUPRE,SILVA,,12 de Enero de 1944,Santiago,,,1,cuatro,14 de diciembre de 1989
CLAUDIO HUEPE GARCIA,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudio_Humberto_Huepe_Garc%C3%ADa,CLAUDIO HUMBERTO,HUEPE,GARCIA,Ingeniero Civil Industrial,25 de Noviembre de 1939,Chillán,11 de Mayo de 2009,,1,tres,14 de diciembre de 1989
DIONISIO VENTURAFAULBAUM MAYO,PR,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Dionisio_Ventura_Faulbaum_Mayorga,Dionisio Ventura,Faulbaum,Mayorga,Biólogo marino,30 de Enero de 1961,Puerto Montt,,,1,un,14 de diciembre de 1989
EDUARDO CERDA GARCIA,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Antonio_Cerda_Garc%C3%ADa,Eduardo Antonio,Cerda,García,Ingeniero Agrónomo,1 de Enero de 1933,Santiago,,,1,siete,14 de diciembre de 1989
ENRIQUE LARRE ASENJO,ILB,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Larre_Asenjo,Enrique,Larre,Asenjo,Ingeniero Agrónomo,22 de Febrero de 1933,La Unión,,,0,0,14 de diciembre de 1989
FRANCISCO BARTOLUCCI JOHNSTON,UDI,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Bartolucci_Johnston,Mario Francisco,Bartolucci,Johnston,Abogado,24 de Noviembre de 1949,Santiago,,,1,0,14 de diciembre de 1989
GUSTAVO CARDEMIL ALFARO,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Cardemil_Alfaro,Gustavo,Cardemil,Alfaro,Químico Industrial,10 de Abril de 1920,Quillota,11 de Julio de 2008,,0,0,14 de diciembre de 1989
GUSTAVO RAMIREZ VERGARA,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Ram%C3%ADrez_Vergara,Gustavo,Ramírez,Vergara,Ingeniero Químico,3 de Mayo de 1932,Curepto,31 de Julio de 2019,,0,0,14 de diciembre de 1989
HECTOR OLIVARES SOLIS,ILA,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/H%C3%A9ctor_Luis_Olivares_Sol%C3%ADs,Héctor Luis,Olivares,Solís,Ingeniero de Ejecución en Minas,22 de Agosto de 1924,"Rancagua, Chile",2 de Febrero de 2009,,0,0,14 de diciembre de 1989
HERNAN BOSSELIN CORREA,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Hernán_Bosselin_Correa,Carlos Hernán,Bosselin,Correa,Abogado,31 de Diciembre de 1943,Concepción,,,1,0,14 de diciembre de 1989
HOSAIN SABAG CASTILLO,IND,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hosain_Sabag_Castillo,Hosain,Sabag,Castillo,Contador,5 de Marzo de 1937,"Cabrero, Chile",,,1,tres,14 de diciembre de 1989
HUGO ALAMOS VASQUEZ,RN,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_%C3%81lamos_V%C3%A1squez,Hugo,Álamos,Vásquez,Ingeniero Agrónomo,22 de Agosto de 1932,Santiago,,,0,0,14 de diciembre de 1989
HUMBERTO PALZA CORVACHO,DC,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Humberto_Manuel_Palza_Corvacho,Humberto Manuel,Palza,Carvacho,Profesor de Inglés,25 de Diciembre de 1936,Arica,6 de Mayo de 1998,,0,0,14 de diciembre de 1989
JORGE LAVANDERO ILLANES,DC,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Exequiel_Lavandero_Illanes,Jorge Exequiel,Lavandero,Illanes,,6 de Mayo de 1930,"Renaico, Región de La Araucanía",,,1,tres,14 de diciembre de 1989
JOSE MARIA HURTADO RUIZ-TAGLE,RN,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_María_Hurtado_Ruiz_Tagle,Gerardo José María,Hurtado,Ruiz Tagle,Ingeniero de Ejecución en Pesca,5 de Marzo de 1945,Santiago,24 de Septiembre de 2018,,1,tres,14 de diciembre de 1989
MARIA MALUENDA CAMPOS,PPD,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_biograficas/wiki/Mar%C3%ADa_Adela_Maluenda_Campos,María Adela,Maluenda,Campos,,6 de Marzo de 1920,Santiago,29 de Agosto de 2011,,0,0,14 de diciembre de 1989
MARIANO RUIZ-ESQUIDE JARA,DC,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Mariano_Ruiz-Esquide_Jara,Sergio Mariano,Ruiz Esquide,Jara,Médico Cirujano,10 de Mayo de 1930,Talcahuano,20 de Enero de 2024,,1,tres,14 de diciembre de 1989
MARIO HAMUY BERR,DC,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Hamuy_Berr,Mario,Hamuy,Berr,,10 de Agosto de 1926,Santiago,6 de Marzo de 2011,,0,0,14 de diciembre de 1989
MARIO PALESTRO ROJAS,ILA,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Palestro_Rojas,Mario,Palestro,Rojas,,2 de Noviembre de 1921,Santiago,10 de Mayo de 2000,,0,0,14 de diciembre de 1989
PEDRO GUZMAN ALVAREZ,UDI,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pedro_Guzmán_Álvarez,José Pedro,Guzmán,Álvarez,Agricultor,30 de Diciembre de 1943,Santiago,03 de Diciembre de 2011,,0,0,14 de diciembre de 1989
PEDRO PABLO ALVAREZ-SALAMAN BUCHI,RN,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Álvarez-Salamanca_Büchi,Pedro Pablo,Álvarez Salamanca,Büchi,Profesor de Estado en Biología y Ciencias; Empresario Agrícola,10 de Abril de 1948,Santiago,3 de Septiembre de 2008,,1,0,14 de diciembre de 1989
RICARDO HORMAZABAL SANCHEZ,DC,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Ricardo_Hormaz%C3%A1bal_S%C3%A1nchez,Luis Ricardo,Hormazábal,Sánchez,Abogado,7 de Julio de 1946,Santiago,,,0,0,14 de diciembre de 1989
RICARDO NAVARETE BETANZO,PR,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Navarrete_Betanzo,Ricardo,Navarrete,Betanzo,Ingeniero Comercial,14 de Noviembre de 1949,Mulchén,,,1,tres,14 de diciembre de 1989
ROBERTO MUNOZ BARRA,ILA,diputados,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Mu%C3%B1oz_Barra,Roberto,Muñoz,Barra,Profesor Normalista,28 de Enero de 1936,Lautaro,,,1,tres,14 de diciembre de 1989
SERGIO DIEZ URZUA,ILB,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Eduardo_de_Praga_Diez_Urz%C3%BAa,Sergio Eduardo de Praga,Diez,Urzúa,Abogado,2 de Abril de 1925,Curicó,29 de Junio de 2015,,0,0,14 de diciembre de 1989
SERGIO ONOFRE JARPA REYES,RN,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Onofre_Jarpa_Reyes,Sergio Onofre,Jarpa,Reyes,"Agricultor, Empresario",8 de Marzo de 1921,Rengo,19 de Abril de 2020,,1,dos,14 de diciembre de 1989
SERGIO PAEZ VERDUGO,DC,senadores,1989,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_P%C3%A1ez_Verdugo,Sergio,Páez,Verdugo,"Contador General, Empresario, Dirigente sindical",1 de Junio de 1933,Santiago,,,0,0,14 de diciembre de 1989
CARLOS VALCARCE MEDINA,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Valcarce_Medina,Carlos Raúl,Valcarce,Medina,Ingeniero Comercial,26 de Abril de 1950,Arica,,,1,0,11 de diciembre de 1993
SALVADOR URRUTIA CARDENAS,PPD,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Salvador_Urrutia_Cárdenas,Salvador,Urrutia,Cárdenas,Médico cirujano,17 de Julio de 1942,Valdivia,,,1,cuatro,11 de diciembre de 1993
RAMON PEREZ OPAZO,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Segundo_Pérez_Opazo,Ramón Segundo,Pérez,Opazo,Perito Dactiloscópico,3 de Diciembre de 1933,Iquique,12 de Junio de 2005,,1,seis,11 de diciembre de 1993
JORGE SORIA MACCHIAVELLO,PPD,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Soria_Macchiavello,Jorge,Soria,Macchiavello,,3 de Marzo de 1969,Iquique,,,1,0,11 de diciembre de 1993
FELIPE VALENZUELA HERRERA,PS,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Valenzuela_Herrera,Felipe Ignacio,Valenzuela,Herrera,"Profesor Normalista, Abogado",8 de Octubre de 1941,Arica,,,1,cuatro,11 de diciembre de 1993
RUBEN GAJARDO CHACON,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rubén_Gajardo_Chacón,Rubén,Gajardo,Chacón,Abogado,26 de Abril de 1936,Valparaíso,,,1,una,11 de diciembre de 1993
FANNY POLLAROLO VILLA,ILD,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fanny_Pollarolo_Villa,Fanny,Pollarolo,Villa,Médica Psiquiatra,7 de Marzo de 1935,Linares,,,1,tres,11 de diciembre de 1993
BALDO PROKURICA PROKURICA,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Baldo_Prokurica_Prokurica,Baldo,Prokurica,Prokurica,Abogado,2 de Julio de 1958,Vallenar,,,1,dos,11 de diciembre de 1993
ARMANDO ARANCIBIA CALDERON,PS,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Armando_Arancibia_Calderón,Armando,Arancibia,Calderón,Abogado,6 de Enero de 1941,Santiago,24 de Febrero de 2016,,1,6,11 de diciembre de 1993
CARLOS VILCHES GUZMAN,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Alfredo_Vilches_Guzmán,Carlos Alfredo,Vilches,Guzmán,Ingeniero en metalurgia,20 de Octubre de 1944,Santiago,,,1,tres,11 de diciembre de 1993
ERICK VILLEGAS GONZALEZ,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Erick_Villegas_González,Erick,Villegas,González,Abogado,11 de Noviembre de 1953,,,,1,tres,11 de diciembre de 1993
EUGENIO MUNIZAGA RODRIGUEZ,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Munizaga_Rodríguez,Eugenio Fernando,Munizaga,Rodríguez,,6 de Abril de 1941,La Serena,11 de Mayo de 2018,,1,tres,11 de diciembre de 1993
JOAQUIN PALMA IRARRAZAVAL,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Salvador_José_María_Antonio_Palma_Irarrázaval,Joaquín Salvador José María Antonio,Palma,Irarrázaval,Ingeniero Civil,2 de Febrero de 1943,La Serena,17 de Agosto de 2013,,0,0,11 de diciembre de 1993
JORGE PIZARRO SOTO,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Pizarro_Soto,Jorge,Pizarro,Soto,,21 de Abril de 1952,Ovalle,,,0,cinco,11 de diciembre de 1993
EVELYN MATTHEI FORNET,ILB,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Evelyn_Matthei_Fornet,Evelyn,Matthei,Fornet,Licenciada en Ciencias Económicas,11 de Noviembre de 1953,Santiago,,Luterana,1,tres,11 de diciembre de 1993
SAMUEL VENEGAS RUBIO,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Samuel_Venegas_Rubio,Samuel,Venegas,Rubio,Empresario,1 de Abril de 1938,Navidad,,,1,cuatro,11 de diciembre de 1993
ALFONSO VARGAS LYNG,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alfonso_Vargas_Lyng,Alfonso,Vargas,Lyng,Ingeniero,16 de Noviembre de 1951,Valparaíso,,,0,cuatro,11 de diciembre de 1993
IGNACIO WALKER PRIETO,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Walker_Prieto,Ignacio,Walker,Prieto,Doctor en Ciencias Políticas,7 de Enero de 1956,Santiago,,,1,0,11 de diciembre de 1993
CLAUDIO RODRIGUEZ CATALDO,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudio_Rodríguez_Cataldo,Claudio,Rodríguez,Cataldo,,28 de Septiembre de 1954,San Felipe,,,1,tres,11 de diciembre de 1993
NELSON AVILA CONTRERAS,PPD,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nelson_Jaime_Ávila_Contreras,Nelson Jaime,Ávila,Contreras,Administrador Público,29 de Noviembre de 1942,Los Andes,,,1,dos,11 de diciembre de 1993
ALDO CORNEJO GONZALEZ,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aldo_Cornejo_González,Aldo,Cornejo,González,Abogado,19 de Abril de 1955,Curicó,,Católica,1,cuatro,11 de diciembre de 1993
ARTURO LONGTON GUERRERO,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Arturo_Longton_Guerrero,Arturo,Longton,Guerrero,Abogado,25 de Junio de 1948,Limache,03 de Julio de 2015,,1,tres,11 de diciembre de 1993
IVAN DE LA MAZA MAILLET,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_De_la_Maza_Maillet,Iván,De la Maza,Maillet,Profesor de Historia y Geografía,18 de Octubre de 1940,Talcahuano,,,0,0,11 de diciembre de 1993
RAUL URRUTIA AVILA,RN,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Raúl_Urrutia_Ávila,Raúl,Urrutia,Ávila,Abogado,1 de Mayo de 1950,Viña del Mar,,,1,0,11 de diciembre de 1993
JOSE MAKLUF CAMPOS,DC,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Makluf_Campos,José Amador,Makluf,Campos,Abogado,20 de Junio de 1942,Santiago,,,1,0,11 de diciembre de 1993
JUAN MASFERRER PELLIZZARI,UDI,diputados,1993,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Masferrer_Pellizzari,Juan Alfonso Manuel,Masferrer,Pellizzari,Técnico en Motores a Reacción,19 de Noviembre de 1940,Angol,28 de Diciembre de 2017,,0,0,11 de diciembre de 1993
