deputyid,distrito,partido,pacto,tendencia,nombre,year,region
1053,13,UDI,CHILE VAMOS,1,CRISTHIAN MOREIRA BARROS,2020,13
856,13,PPD,NUEVA MAYORIA,0,TUCAPEL FRANCISCO JIMENEZ FUENTES,2020,13
956,13,PC,NUEVA MAYORIA,0,GUILLERMO TEILLIER DEL VALLE,2020,13
1087,13,RD,FRENTE AMPLIO,0,GAEL FERNANDA YEOMANS ARAYA,2020,13
1028,13,RN,CHILE VAMOS,1,EDUARDO DURAN SALINAS,2020,13
856,13,PPD,NUEVA MAYORIA,0,TUCAPEL FRANCISCO JIMENEZ FUENTES,2021,13
1087,13,RD,FRENTE AMPLIO,0,GAEL FERNANDA YEOMANS ARAYA,2021,13
1028,13,RN,CHILE VAMOS,1,EDUARDO DURAN SALINAS,2021,13
1053,13,UDI,CHILE VAMOS,1,CRISTHIAN MOREIRA BARROS,2021,13
956,13,PC,NUEVA MAYORIA,0,GUILLERMO TEILLIER DEL VALLE,2021,13
1159,13,PC,FRENTE AMPLIO,0,Lorena Pizarro Sierra,2022,13
1053,13,UDI,CHILE VAMOS,1,Cristhian Moreira Barros,2022,13
1087,13,CS,FRENTE AMPLIO,0,Gael Yeomans Araya,2022,13
1028,13,RN,CHILE VAMOS,1,Eduardo Durán Salinas,2022,13
990,13,PS,NUEVA MAYORIA,0,Daniel Melo Contreras,2022,13
1159,13,PC,FRENTE AMPLIO,0,Lorena Pizarro Sierra,2023,13
1087,13,CS,FRENTE AMPLIO,0,Gael Yeomans Araya,2023,13
1053,13,UDI,CHILE VAMOS,1,Cristhian Moreira Barros,2023,13
990,13,PS,NUEVA MAYORIA,0,Daniel Melo Contreras,2023,13
1028,13,RN,CHILE VAMOS,1,Eduardo Durán Salinas,2023,13
1028,13,RN,CHILE VAMOS,1,Eduardo Durán Salinas,2024,13
1053,13,UDI,CHILE VAMOS,1,Cristhian Moreira Barros,2024,13
1159,13,PC,FRENTE AMPLIO,0,Lorena Pizarro Sierra,2024,13
990,13,PS,NUEVA MAYORIA,0,Daniel Melo Contreras,2024,13
1087,13,CS,FRENTE AMPLIO,0,Gael Yeomans Araya,2024,13
848,14,PPD,NUEVA MAYORIA,0,RENE RODRIGO GONZALEZ TORRES,2014,5
1005,14,UDI,CHILE VAMOS,1,OSVALDO ALEJANDRO URRUTIA SOTO,2014,5
1005,14,UDI,CHILE VAMOS,1,OSVALDO ALEJANDRO URRUTIA SOTO,2015,5
848,14,PPD,NUEVA MAYORIA,0,RENE RODRIGO GONZALEZ TORRES,2015,5
848,14,PPD,NUEVA MAYORIA,0,RENE RODRIGO GONZALEZ TORRES,2016,5
1005,14,UDI,CHILE VAMOS,1,OSVALDO ALEJANDRO URRUTIA SOTO,2016,5
1005,14,UDI,CHILE VAMOS,1,OSVALDO ALEJANDRO URRUTIA SOTO,2017,5
848,14,PPD,NUEVA MAYORIA,0,RENE RODRIGO GONZALEZ TORRES,2017,5
1033,14,RD,FRENTE AMPLIO,0,RENATO GARIN GONZALEZ,2018,13
1002,14,PS,NUEVA MAYORIA,0,LEONARDO SOTO FERRADA,2018,13
1044,14,PS,NUEVA MAYORIA,0,RAUL LEIVA CARVAJAL,2018,13
1074,14,PRO,PRO,0,MARISELA SANTIBAÑEZ NOVOA,2018,13
976,14,UDI,CHILE VAMOS,1,JUAN ANTONIO COLOMA ALAMOS,2018,13
970,14,UDI,CHILE VAMOS,1,JAIME BELLOLIO AVARIA,2018,13
970,14,UDI,CHILE VAMOS,1,JAIME BELLOLIO AVARIA,2019,13
1002,14,PS,NUEVA MAYORIA,0,LEONARDO SOTO FERRADA,2019,13
1033,14,RD,FRENTE AMPLIO,0,RENATO GARIN GONZALEZ,2019,13
1074,14,PRO,PRO,0,MARISELA SANTIBAÑEZ NOVOA,2019,13
976,14,UDI,CHILE VAMOS,1,JUAN ANTONIO COLOMA ALAMOS,2019,13
1044,14,PS,NUEVA MAYORIA,0,RAUL LEIVA CARVAJAL,2019,13
970,14,UDI,CHILE VAMOS,1,JAIME BELLOLIO AVARIA,2020,13
1044,14,PS,NUEVA MAYORIA,0,RAUL LEIVA CARVAJAL,2020,13
1002,14,PS,NUEVA MAYORIA,0,LEONARDO SOTO FERRADA,2020,13
1074,14,PRO,PRO,0,MARISELA SANTIBAÑEZ NOVOA,2020,13
976,14,UDI,CHILE VAMOS,1,JUAN ANTONIO COLOMA ALAMOS,2020,13
1033,14,RD,FRENTE AMPLIO,0,RENATO GARIN GONZALEZ,2020,13
976,14,UDI,CHILE VAMOS,1,JUAN ANTONIO COLOMA ALAMOS,2021,13
1044,14,PS,NUEVA MAYORIA,0,RAUL LEIVA CARVAJAL,2021,13
1002,14,PS,NUEVA MAYORIA,0,LEONARDO SOTO FERRADA,2021,13
970,14,UDI,CHILE VAMOS,1,JAIME BELLOLIO AVARIA,2021,13
1033,14,RD,FRENTE AMPLIO,0,RENATO GARIN GONZALEZ,2021,13
1074,14,PRO,PRO,0,MARISELA SANTIBAÑEZ NOVOA,2021,13
1151,14,IND,NUEVA MAYORIA,0,Camila Musante Müller,2022,13
1044,14,PS,NUEVA MAYORIA,0,Raúl Leiva Carvajal,2022,13
1074,14,IND,SIN PACTO,777,Marisela Santibáñez Novoa,2022,13
1002,14,PS,NUEVA MAYORIA,0,Leonardo Soto Ferrada,2022,13
1133,14,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Juan Irarrázaval Rossel,2022,13
976,14,UDI,CHILE VAMOS,1,Juan Antonio Coloma Álamos,2022,13
1151,14,IND,NUEVA MAYORIA,0,Camila Musante Müller,2023,13
1044,14,PS,NUEVA MAYORIA,0,Raúl Leiva Carvajal,2023,13
1133,14,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Juan Irarrázaval Rossel,2023,13
1074,14,IND,SIN PACTO,777,Marisela Santibáñez Novoa,2023,13
1002,14,PS,NUEVA MAYORIA,0,Leonardo Soto Ferrada,2023,13
976,14,UDI,CHILE VAMOS,1,Juan Antonio Coloma Álamos,2023,13
1074,14,IND,SIN PACTO,777,Marisela Santibáñez Novoa,2024,13
1002,14,PS,NUEVA MAYORIA,0,Leonardo Soto Ferrada,2024,13
976,14,UDI,CHILE VAMOS,1,Juan Antonio Coloma Álamos,2024,13
1151,14,IND,NUEVA MAYORIA,0,Camila Musante Müller,2024,13
1044,14,PS,NUEVA MAYORIA,0,Raúl Leiva Carvajal,2024,13
1133,14,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Juan Irarrázaval Rossel,2024,13
940,15,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2014,5
957,15,PDC,NUEVA MAYORIA,0,VICTOR MARCELO TORRES JELDES,2014,5
940,15,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2015,5
957,15,PDC,NUEVA MAYORIA,0,VICTOR MARCELO TORRES JELDES,2015,5
957,15,PDC,NUEVA MAYORIA,0,VICTOR MARCELO TORRES JELDES,2016,5
940,15,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2016,5
957,15,PDC,NUEVA MAYORIA,0,VICTOR MARCELO TORRES JELDES,2017,5
940,15,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2017,5
942,15,UDI,CHILE VAMOS,1,JAVIER MACAYA DANUS,2018,6
931,15,PS,NUEVA MAYORIA,0,JUAN LUIS CASTRO GONZALEZ,2018,6
1075,15,RN,CHILE VAMOS,1,DIEGO SCHALPER SEPULVEDA,2018,6
967,15,UDI,CHILE VAMOS,1,ISSA KORT GARRIGA,2018,6
1077,15,PDC,PDC,0,RAUL SOTO MARDONES,2018,6
967,15,UDI,CHILE VAMOS,1,ISSA KORT GARRIGA,2019,6
931,15,PS,NUEVA MAYORIA,0,JUAN LUIS CASTRO GONZALEZ,2019,6
942,15,UDI,CHILE VAMOS,1,JAVIER MACAYA DANUS,2019,6
1077,15,PDC,PDC,0,RAUL SOTO MARDONES,2019,6
1075,15,RN,CHILE VAMOS,1,DIEGO SCHALPER SEPULVEDA,2019,6
1075,15,RN,CHILE VAMOS,1,DIEGO SCHALPER SEPULVEDA,2020,6
942,15,UDI,CHILE VAMOS,1,JAVIER MACAYA DANUS,2020,6
