deputyid,distrito,partido,pacto,tendencia,nombre,year,region
862,38,PDC,NUEVA MAYORIA,0,PABLO LORENZINI BASSO,2014,7
923,38,UDI,CHILE VAMOS,1,PEDRO PABLO ALVAREZ-SALAMANCA RAMIREZ,2014,7
862,38,PDC,NUEVA MAYORIA,0,PABLO LORENZINI BASSO,2015,7
923,38,UDI,CHILE VAMOS,1,PEDRO PABLO ALVAREZ-SALAMANCA RAMIREZ,2015,7
862,38,PDC,NUEVA MAYORIA,0,PABLO LORENZINI BASSO,2016,7
923,38,UDI,CHILE VAMOS,1,PEDRO PABLO ALVAREZ-SALAMANCA RAMIREZ,2016,7
923,38,UDI,CHILE VAMOS,1,PEDRO PABLO ALVAREZ-SALAMANCA RAMIREZ,2017,7
862,38,PDC,NUEVA MAYORIA,0,PABLO LORENZINI BASSO,2017,7
902,39,PPD,NUEVA MAYORIA,0,JORGE CARLOS TARUD DACCARETT,2014,7
938,39,UDI,CHILE VAMOS,1,ROMILIO GUILLERMO GUTIERREZ PINO,2014,7
902,39,PPD,NUEVA MAYORIA,0,JORGE CARLOS TARUD DACCARETT,2015,7
938,39,UDI,CHILE VAMOS,1,ROMILIO GUILLERMO GUTIERREZ PINO,2015,7
938,39,UDI,CHILE VAMOS,1,ROMILIO GUILLERMO GUTIERREZ PINO,2016,7
902,39,PPD,NUEVA MAYORIA,0,JORGE CARLOS TARUD DACCARETT,2016,7
938,39,UDI,CHILE VAMOS,1,ROMILIO GUILLERMO GUTIERREZ PINO,2017,7
902,39,PPD,NUEVA MAYORIA,0,JORGE CARLOS TARUD DACCARETT,2017,7
819,40,PPD,NUEVA MAYORIA,0,GUILLERMO ARTURO CERONI FUENTES,2014,7
908,40,UDI,CHILE VAMOS,1,IGNACIO URRUTIA BONILLA,2014,7
908,40,UDI,CHILE VAMOS,1,IGNACIO URRUTIA BONILLA,2015,7
819,40,PPD,NUEVA MAYORIA,0,GUILLERMO ARTURO CERONI FUENTES,2015,7
819,40,PPD,NUEVA MAYORIA,0,GUILLERMO ARTURO CERONI FUENTES,2016,7
908,40,UDI,CHILE VAMOS,1,IGNACIO URRUTIA BONILLA,2016,7
819,40,PPD,NUEVA MAYORIA,0,GUILLERMO ARTURO CERONI FUENTES,2017,7
908,40,UDI,CHILE VAMOS,1,IGNACIO URRUTIA BONILLA,2017,7
863,41,RN,CHILE VAMOS,1,ROSAURO MARTINEZ LABBE,2014,16
855,41,PRSD,NUEVA MAYORIA,0,CARLOS ABEL JARPA WEVAR,2014,16
855,41,PRSD,NUEVA MAYORIA,0,CARLOS ABEL JARPA WEVAR,2015,16
863,41,RN,CHILE VAMOS,1,ROSAURO MARTINEZ LABBE,2015,16
863,41,RN,CHILE VAMOS,1,ROSAURO MARTINEZ LABBE,2016,16
855,41,PRSD,NUEVA MAYORIA,0,CARLOS ABEL JARPA WEVAR,2016,16
855,41,PRSD,NUEVA MAYORIA,0,CARLOS ABEL JARPA WEVAR,2017,16
863,41,RN,CHILE VAMOS,1,ROSAURO MARTINEZ LABBE,2017,16
974,42,PPD,NUEVA MAYORIA,0,MARIA LORETO CARVAJAL AMBIADO,2014,8
893,42,PDC,NUEVA MAYORIA,0,JORGE EDUARDO SABAG VILLALOBOS,2014,16
893,42,PDC,NUEVA MAYORIA,0,JORGE EDUARDO SABAG VILLALOBOS,2015,8
974,42,PPD,NUEVA MAYORIA,0,MARIA LORETO CARVAJAL AMBIADO,2015,16
974,42,PPD,NUEVA MAYORIA,0,MARIA LORETO CARVAJAL AMBIADO,2016,8
893,42,PDC,NUEVA MAYORIA,0,JORGE EDUARDO SABAG VILLALOBOS,2016,16
893,42,PDC,NUEVA MAYORIA,0,JORGE EDUARDO SABAG VILLALOBOS,2017,8
974,42,PPD,NUEVA MAYORIA,0,MARIA LORETO CARVAJAL AMBIADO,2017,16
929,43,PPD,NUEVA MAYORIA,0,CARLOS CRISTIAN CAMPOS JARA,2014,8
906,43,UDI,CHILE VAMOS,1,JORGE IVAN ULLOA AGUILLON,2014,8
906,43,UDI,CHILE VAMOS,1,JORGE IVAN ULLOA AGUILLON,2015,8
929,43,PPD,NUEVA MAYORIA,0,CARLOS CRISTIAN CAMPOS JARA,2015,8
929,43,PPD,NUEVA MAYORIA,0,CARLOS CRISTIAN CAMPOS JARA,2016,8
906,43,UDI,CHILE VAMOS,1,JORGE IVAN ULLOA AGUILLON,2016,8
929,43,PPD,NUEVA MAYORIA,0,CARLOS CRISTIAN CAMPOS JARA,2017,8
906,43,UDI,CHILE VAMOS,1,JORGE IVAN ULLOA AGUILLON,2017,8
879,44,PDC,NUEVA MAYORIA,0,JOSE MIGUEL ORTIZ NOVOA,2014,8
959,44,UDI,CHILE VAMOS,1,MAX ENRIQUE VAN RYSSELBERGHE HERRERA,2014,8
879,44,PDC,NUEVA MAYORIA,0,JOSE MIGUEL ORTIZ NOVOA,2015,8
959,44,UDI,CHILE VAMOS,1,MAX ENRIQUE VAN RYSSELBERGHE HERRERA,2015,8
959,44,UDI,CHILE VAMOS,1,MAX ENRIQUE VAN RYSSELBERGHE HERRERA,2016,8
879,44,PDC,NUEVA MAYORIA,0,JOSE MIGUEL ORTIZ NOVOA,2016,8
959,44,UDI,CHILE VAMOS,1,MAX ENRIQUE VAN RYSSELBERGHE HERRERA,2017,8
879,44,PDC,NUEVA MAYORIA,0,JOSE MIGUEL ORTIZ NOVOA,2017,8
977,45,PDC,NUEVA MAYORIA,0,MARCELO OMAR CHAVEZ VELASQUEZ,2014,8
880,45,PS,NUEVA MAYORIA,0,CLEMIRA HUGOLINA PACHECO RIVAS,2014,8
880,45,PS,NUEVA MAYORIA,0,CLEMIRA HUGOLINA PACHECO RIVAS,2015,8
977,45,PDC,NUEVA MAYORIA,0,MARCELO OMAR CHAVEZ VELASQUEZ,2015,8
977,45,PDC,NUEVA MAYORIA,0,MARCELO OMAR CHAVEZ VELASQUEZ,2016,8
880,45,PS,NUEVA MAYORIA,0,CLEMIRA HUGOLINA PACHECO RIVAS,2016,8
880,45,PS,NUEVA MAYORIA,0,CLEMIRA HUGOLINA PACHECO RIVAS,2017,8
977,45,PDC,NUEVA MAYORIA,0,MARCELO OMAR CHAVEZ VELASQUEZ,2017,8
869,46,PS,NUEVA MAYORIA,0,MANUEL ZACARIAS MONSALVE BENAVIDES,2014,8
875,46,UDI,CHILE VAMOS,1,IVAN ERNESTO NORAMBUENA FARIAS,2014,8
869,46,PS,NUEVA MAYORIA,0,MANUEL ZACARIAS MONSALVE BENAVIDES,2015,8
875,46,UDI,CHILE VAMOS,1,IVAN ERNESTO NORAMBUENA FARIAS,2015,8
869,46,PS,NUEVA MAYORIA,0,MANUEL ZACARIAS MONSALVE BENAVIDES,2016,8
875,46,UDI,CHILE VAMOS,1,IVAN ERNESTO NORAMBUENA FARIAS,2016,8
875,46,UDI,CHILE VAMOS,1,IVAN ERNESTO NORAMBUENA FARIAS,2017,8
869,46,PS,NUEVA MAYORIA,0,MANUEL ZACARIAS MONSALVE BENAVIDES,2017,8
997,47,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,ROBERTO FORTUNATO POBLETE ZAPATA,2014,8
885,47,PRSD,NUEVA MAYORIA,0,JOSE PEREZ ARRIAGADA,2014,8
885,47,PRSD,NUEVA MAYORIA,0,JOSE PEREZ ARRIAGADA,2015,8
997,47,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,ROBERTO FORTUNATO POBLETE ZAPATA,2015,8
997,47,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,ROBERTO FORTUNATO POBLETE ZAPATA,2016,8
885,47,PRSD,NUEVA MAYORIA,0,JOSE PEREZ ARRIAGADA,2016,8
885,47,PRSD,NUEVA MAYORIA,0,JOSE PEREZ ARRIAGADA,2017,8
997,47,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,ROBERTO FORTUNATO POBLETE ZAPATA,2017,8
913,48,PDC,NUEVA MAYORIA,0,MARIO ARTIDORO VENEGAS CARDENAS,2014,9
999,48,RN,CHILE VAMOS,1,JORGE EVALDO RATHGEB SCHIFFERLI,2014,9
999,48,RN,CHILE VAMOS,1,JORGE EVALDO RATHGEB SCHIFFERLI,2015,9
913,48,PDC,NUEVA MAYORIA,0,MARIO ARTIDORO VENEGAS CARDENAS,2015,9
913,48,PDC,NUEVA MAYORIA,0,MARIO ARTIDORO VENEGAS CARDENAS,2016,9
999,48,RN,CHILE VAMOS,1,JORGE EVALDO RATHGEB SCHIFFERLI,2016,9
999,48,RN,CHILE VAMOS,1,JORGE EVALDO RATHGEB SCHIFFERLI,2017,9
913,48,PDC,NUEVA MAYORIA,0,MARIO ARTIDORO VENEGAS CARDENAS,2017,9
934,49,PDC,NUEVA MAYORIA,0,FUAD EDUARDO CHAHIN VALENZUELA,2014,9
995,49,RN,CHILE VAMOS,1,DIEGO ALFREDO PAULSEN KEHR,2014,9
995,49,RN,CHILE VAMOS,1,DIEGO ALFREDO PAULSEN KEHR,2015,9
934,49,PDC,NUEVA MAYORIA,0,FUAD EDUARDO CHAHIN VALENZUELA,2015,9
995,49,RN,CHILE VAMOS,1,DIEGO ALFREDO PAULSEN KEHR,2016,9
934,49,PDC,NUEVA MAYORIA,0,FUAD EDUARDO CHAHIN VALENZUELA,2016,9
934,49,PDC,NUEVA MAYORIA,0,FUAD EDUARDO CHAHIN VALENZUELA,2017,9
995,49,RN,CHILE VAMOS,1,DIEGO ALFREDO PAULSEN KEHR,2017,9
950,50,PDC,NUEVA MAYORIA,0,RENE FERNANDO SAFFIRIO ESPINOZA,2014,9
813,50,RN,CHILE VAMOS,1,GERMAN ANTONIO BECKER ALVEAR,2014,9
950,50,PDC,NUEVA MAYORIA,0,RENE FERNANDO SAFFIRIO ESPINOZA,2015,9
813,50,RN,CHILE VAMOS,1,GERMAN ANTONIO BECKER ALVEAR,2015,9
950,50,PDC,NUEVA MAYORIA,0,RENE FERNANDO SAFFIRIO ESPINOZA,2016,9
813,50,RN,CHILE VAMOS,1,GERMAN ANTONIO BECKER ALVEAR,2016,9
950,50,PDC,NUEVA MAYORIA,0,RENE FERNANDO SAFFIRIO ESPINOZA,2017,9
813,50,RN,CHILE VAMOS,1,GERMAN ANTONIO BECKER ALVEAR,2017,9
958,51,PPD,NUEVA MAYORIA,0,JOAQUIN TUMA ZEDAN,2014,9
935,51,RN,CHILE VAMOS,1,JOSE MANUEL EDWARDS SILVA,2014,9
958,51,PPD,NUEVA MAYORIA,0,JOAQUIN TUMA ZEDAN,2015,9
935,51,RN,CHILE VAMOS,1,JOSE MANUEL EDWARDS SILVA,2015,9
935,51,RN,CHILE VAMOS,1,JOSE MANUEL EDWARDS SILVA,2016,9
958,51,PPD,NUEVA MAYORIA,0,JOAQUIN TUMA ZEDAN,2016,9
935,51,RN,CHILE VAMOS,1,JOSE MANUEL EDWARDS SILVA,2017,9
958,51,PPD,NUEVA MAYORIA,0,JOAQUIN TUMA ZEDAN,2017,9
866,52,PRSD,NUEVA MAYORIA,0,FERNANDO MEZA MONCADA,2014,9
843,52,RN,CHILE VAMOS,1,RENE MANUEL GARCIA GARCIA,2014,9
866,52,PRSD,NUEVA MAYORIA,0,FERNANDO MEZA MONCADA,2015,9
843,52,RN,CHILE VAMOS,1,RENE MANUEL GARCIA GARCIA,2015,9
866,52,PRSD,NUEVA MAYORIA,0,FERNANDO MEZA MONCADA,2016,9
843,52,RN,CHILE VAMOS,1,RENE MANUEL GARCIA GARCIA,2016,9
843,52,RN,CHILE VAMOS,1,RENE MANUEL GARCIA GARCIA,2017,9
866,52,PRSD,NUEVA MAYORIA,0,FERNANDO MEZA MONCADA,2017,9
971,53,RN,CHILE VAMOS,1,BERNARDO JOSE BERGER FETT,2014,14
982,53,PDC,NUEVA MAYORIA,0,IVAN ALBERTO FLORES GARCIA,2014,14
982,53,PDC,NUEVA MAYORIA,0,IVAN ALBERTO FLORES GARCIA,2015,14
971,53,RN,CHILE VAMOS,1,BERNARDO JOSE BERGER FETT,2015,14
982,53,PDC,NUEVA MAYORIA,0,IVAN ALBERTO FLORES GARCIA,2016,14
971,53,RN,CHILE VAMOS,1,BERNARDO JOSE BERGER FETT,2016,14
982,53,PDC,NUEVA MAYORIA,0,IVAN ALBERTO FLORES GARCIA,2017,14
971,53,RN,CHILE VAMOS,1,BERNARDO JOSE BERGER FETT,2017,14
854,54,PPD,NUEVA MAYORIA,0,RAMON ENRIQUE JARAMILLO BECKER,2014,14
984,54,RN,CHILE VAMOS,1,GONZALO GUILLERMO FUENZALIDA FIGUEROA,2014,14
984,54,RN,CHILE VAMOS,1,GONZALO GUILLERMO FUENZALIDA FIGUEROA,2015,14
854,54,PPD,NUEVA MAYORIA,0,RAMON ENRIQUE JARAMILLO BECKER,2015,14
984,54,RN,CHILE VAMOS,1,GONZALO GUILLERMO FUENZALIDA FIGUEROA,2016,14
854,54,PPD,NUEVA MAYORIA,0,RAMON ENRIQUE JARAMILLO BECKER,2016,14
854,54,PPD,NUEVA MAYORIA,0,RAMON ENRIQUE JARAMILLO BECKER,2017,14
984,54,RN,CHILE VAMOS,1,GONZALO GUILLERMO FUENZALIDA FIGUEROA,2017,14
877,55,PDC,NUEVA MAYORIA,0,SERGIO RODRIGO OJEDA URIBE,2014,10
850,55,UDI,CHILE VAMOS,1,JAVIER RICARDO HERNANDEZ HERNANDEZ,2014,10
877,55,PDC,NUEVA MAYORIA,0,SERGIO RODRIGO OJEDA URIBE,2015,10
850,55,UDI,CHILE VAMOS,1,JAVIER RICARDO HERNANDEZ HERNANDEZ,2015,10
877,55,PDC,NUEVA MAYORIA,0,SERGIO RODRIGO OJEDA URIBE,2016,10
850,55,UDI,CHILE VAMOS,1,JAVIER RICARDO HERNANDEZ HERNANDEZ,2016,10
850,55,UDI,CHILE VAMOS,1,JAVIER RICARDO HERNANDEZ HERNANDEZ,2017,10
877,55,PDC,NUEVA MAYORIA,0,SERGIO RODRIGO OJEDA URIBE,2017,10
978,56,UDI,CHILE VAMOS,1,FELIPE DE MUSSY HIRIART,2014,10
837,56,PS,NUEVA MAYORIA,0,FIDEL EDGARDO ESPINOZA SANDOVAL,2014,10
978,56,UDI,CHILE VAMOS,1,FELIPE DE MUSSY HIRIART,2015,10
837,56,PS,NUEVA MAYORIA,0,FIDEL EDGARDO ESPINOZA SANDOVAL,2015,10
978,56,UDI,CHILE VAMOS,1,FELIPE DE MUSSY HIRIART,2016,10
837,56,PS,NUEVA MAYORIA,0,FIDEL EDGARDO ESPINOZA SANDOVAL,2016,10
837,56,PS,NUEVA MAYORIA,0,FIDEL EDGARDO ESPINOZA SANDOVAL,2017,10
978,56,UDI,CHILE VAMOS,1,FELIPE DE MUSSY HIRIART,2017,10
911,57,PDC,NUEVA MAYORIA,0,PATRICIO IVAN VALLESPIN LOPEZ,2014,10
905,57,UDI,CHILE VAMOS,1,MARISOL TURRES FIGUEROA,2014,10
911,57,PDC,NUEVA MAYORIA,0,PATRICIO IVAN VALLESPIN LOPEZ,2015,10
905,57,UDI,CHILE VAMOS,1,MARISOL TURRES FIGUEROA,2015,10
911,57,PDC,NUEVA MAYORIA,0,PATRICIO IVAN VALLESPIN LOPEZ,2016,10
905,57,UDI,CHILE VAMOS,1,MARISOL TURRES FIGUEROA,2016,10
905,57,UDI,CHILE VAMOS,1,MARISOL TURRES FIGUEROA,2017,10
911,57,PDC,NUEVA MAYORIA,0,PATRICIO IVAN VALLESPIN LOPEZ,2017,10
968,58,PS,NUEVA MAYORIA,0,JENNY PAOLA ALVAREZ VERA,2014,10
952,58,RN,CHILE VAMOS,1,JUAN ALEJANDRO SANTANA TIRACHINI,2014,10
968,58,PS,NUEVA MAYORIA,0,JENNY PAOLA ALVAREZ VERA,2015,10
952,58,RN,CHILE VAMOS,1,JUAN ALEJANDRO SANTANA TIRACHINI,2015,10
952,58,RN,CHILE VAMOS,1,JUAN ALEJANDRO SANTANA TIRACHINI,2016,10
968,58,PS,NUEVA MAYORIA,0,JENNY PAOLA ALVAREZ VERA,2016,10
952,58,RN,CHILE VAMOS,1,JUAN ALEJANDRO SANTANA TIRACHINI,2017,10
968,58,PS,NUEVA MAYORIA,0,JENNY PAOLA ALVAREZ VERA,2017,10
951,59,UDI,CHILE VAMOS,1,DAVID SERGIO SANDOVAL PLAZA,2014,11
983,59,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,IVAN ALADINO FUENTES CASTILLO,2014,11
951,59,UDI,CHILE VAMOS,1,DAVID SERGIO SANDOVAL PLAZA,2015,11
983,59,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,IVAN ALADINO FUENTES CASTILLO,2015,11
983,59,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,IVAN ALADINO FUENTES CASTILLO,2016,11
951,59,UDI,CHILE VAMOS,1,DAVID SERGIO SANDOVAL PLAZA,2016,11
951,59,UDI,CHILE VAMOS,1,DAVID SERGIO SANDOVAL PLAZA,2017,11
983,59,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,IVAN ALADINO FUENTES CASTILLO,2017,11
972,60,IND,SIN PACTO,0,GABRIEL BORIC FONT,2014,12
992,60,PDC,NUEVA MAYORIA,0,JUAN ENRIQUE MORANO CORNEJO,2014,12
972,60,IND,SIN PACTO,0,GABRIEL BORIC FONT,2015,12
992,60,PDC,NUEVA MAYORIA,0,JUAN ENRIQUE MORANO CORNEJO,2015,12
972,60,IND,SIN PACTO,0,GABRIEL BORIC FONT,2016,12
992,60,PDC,NUEVA MAYORIA,0,JUAN ENRIQUE MORANO CORNEJO,2016,12
972,60,IND,SIN PACTO,0,GABRIEL BORIC FONT,2017,12
992,60,PDC,NUEVA MAYORIA,0,JUAN ENRIQUE MORANO CORNEJO,2017,12
